year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,7,17,4,69.0,20.0,23.0,1004.0,NW,51.351994,0.0,0.0
2011,7,19,13,141.0,22.0,28.0,1004.0,SE,15.2,0.0,0.0
2011,3,14,17,62.556194,-15.0,10.0,1026.0,cv,0.89,0.0,0.0
2011,5,6,23,21.0,-4.0,20.0,1001.4772,NW,75.568344,0.0,0.0
2013,2,23,1,75.33493,-11.0,-6.7860312,1028.0,NW,1.79,0.0,0.0
2014,12,14,3,64.0,-12.0,-7.0,1025.0,NE,0.89,0.0,0.0
2010,12,23,2,24.0,-26.0,-10.0,1037.286,NW,2.68,0.0,0.0
2011,11,12,10,60.468052,-7.0,7.0,1024.0,cv,3.58,0.0,0.0
2013,9,29,4,68.0,5.0,13.0,1017.0,cv,3.5679586,0.0,0.0
2014,3,13,1,23.0,-22.0,2.0,1026.0,cv,1.79,0.0,0.0
2011,6,26,21,144.0,16.0,25.0,1007.0,SE,1.79,0.0,0.0
2014,8,11,5,72.0,20.0,23.0,1004.0,cv,0.89,0.0,0.0
2010,12,6,17,16.0,-23.204268,-2.0,1030.0,NW,251.71313,0.0,0.0
2010,10,4,10,74.0,13.0,15.0,1020.0,cv,1.78,0.0,3.0
2012,6,27,4,100.0,17.0,27.0,1006.0,SE,3.13,0.0,0.0
2012,11,21,10,220.81662,-2.0,4.0,1022.0,SE,1.79,0.0,0.0
2010,8,12,4,98.227394,21.0,23.0,1007.0,SE,1.79,0.0,0.0
2013,6,2,12,36.0,4.0,27.0,1009.0,cv,2.67,0.0,0.0
2011,6,15,15,125.0,19.0,31.0,1002.0,SE,30.841711,0.0,0.0
2014,10,27,1,129.0,1.0,8.0,1024.0,cv,0.89,0.0,0.0
2013,6,17,18,22.0,16.0,19.0,1010.0,NW,25.93,0.0,6.0
2010,2,4,9,140.0,-5.0,0.0,1023.0,SE,49.56204,0.0,0.0
2011,9,5,8,107.0,18.0,21.0,1013.6406,SE,47.912933,0.0,0.0
2010,8,18,20,219.70981,23.0,27.0,1007.0,SE,37.544617,0.0,0.0
2011,11,28,7,180.25922,-5.0,-1.0,1026.0,NW,28.508284,0.0,0.0
2010,5,12,16,79.0,7.0,26.0,1014.0,SE,5.3697543,0.0,0.0
2014,7,20,3,75.0,22.0,25.0,1005.0,cv,0.45,0.0,0.0
2011,12,1,7,29.0,-14.0,-1.0,1035.0,NE,25.476627,0.0,0.0
2013,2,10,4,19.0,-19.0,-7.0,1031.0,NW,12.96,0.0,0.0
2014,8,21,18,14.0,18.0,21.0,1008.0,NE,6.2347836,0.0,3.0
2012,11,6,14,62.0,-2.0,10.0,1020.0,NW,4.02,0.0,0.0
2012,6,23,6,76.39618,18.0,20.0,1004.0,NW,8.948994,0.0,0.0
2010,11,12,1,67.0,-9.0,0.0,1024.0,cv,0.89,0.0,0.0
2011,8,20,20,90.51799,22.0,28.0,1010.0,SE,22.34704,0.0,0.0
2012,3,25,4,14.567223,-10.0,5.0,1023.0,NW,20.125149,0.0,0.0
2013,4,10,17,50.07164,-5.0,17.0,1013.0,SE,30.614223,0.0,0.0
2014,11,10,11,68.0,-5.0,10.0,1023.0,cv,0.89,0.0,0.0
2012,1,8,6,175.99574,-8.0,-6.0,1030.0,cv,0.89,0.0,0.0
2014,2,7,9,118.0,-9.0,-5.0,1030.0,SE,42.98415,5.60428,0.0
2012,6,21,3,149.0,19.0,22.0,1005.0,cv,0.89,0.0,3.0
2011,3,7,2,15.0,-21.0,3.0,1027.0,NW,91.852264,0.0,0.0
2010,4,13,15,9.0,-17.0,12.0,1024.0,NW,255.87555,0.0,0.0
2013,10,8,0,53.0,9.0,14.0,1018.0,cv,0.89,0.0,0.0
2012,11,10,3,49.0,-4.0,2.0,1020.0,NW,12.96,0.0,0.0
2013,9,24,23,12.0,11.0,16.0,1017.5778,cv,1.79,0.0,0.0
2010,4,16,8,127.26546,7.0,9.0,1022.0,SE,49.320168,0.0,0.0
2012,6,8,0,119.900536,20.0,22.0,1004.0,SE,0.89,0.0,0.0
2012,5,26,19,22.797716,3.0,30.0,1002.0,SE,37.5711,0.0,0.0
2010,10,17,10,64.0,13.0,13.0,1021.0,SE,4.92,0.0,9.153323
2011,8,14,17,104.0,24.0,30.0,1002.0,SE,19.22,0.0,0.0
2011,2,5,1,142.0,-13.0,0.0,1014.0,SE,12.97,0.0,0.0
2012,6,5,16,40.0,14.0,31.0,1005.0,SE,4.92,0.0,0.0
2014,3,5,3,17.172947,-23.0,0.0,1028.0,NW,58.770237,0.0,0.0
2010,11,5,6,9.0,-8.0,0.0,1030.0,NE,1.79,0.0,0.0
2012,11,12,7,165.84404,-3.0,0.0,1018.0,NW,4.92,0.0,0.0
2010,4,30,10,162.17761,11.0,16.0,1015.0,SE,63.79083,0.0,0.0
2010,4,28,8,25.0,-7.0,10.0,1013.0,NW,317.77402,0.0,0.0
2010,12,19,10,331.45447,-10.0,1.0,1017.0,SE,4.455717,0.0,0.0
2010,10,28,6,210.84917,-2.0,2.0,1025.0,NW,0.89,0.0,0.0
2010,6,18,12,102.0,17.0,25.0,1005.0,SE,1.79,0.0,0.0
2014,7,19,20,69.0,22.0,32.0,1007.0,cv,6.26,0.0,0.0
2012,8,22,12,191.12923,23.0,29.0,1008.0,cv,0.89,0.0,0.0
2011,5,29,21,89.40519,15.0,25.0,1009.0,SE,32.189743,0.0,0.0
2014,8,15,6,25.0,17.0,18.0,1006.0,cv,0.89,0.0,0.0
2014,1,6,4,129.44592,-8.0,-2.0,1027.0,NW,0.89,0.0,0.0
2011,7,11,21,42.0,21.0,28.0,1004.0,NW,57.38812,0.0,0.0
2011,9,12,18,117.970985,18.0,23.0,1013.0,SE,20.12,0.0,0.0
2012,3,22,1,73.0,-1.0,7.0,1018.0,NW,11.510121,0.0,2.023595
2013,7,27,18,84.0,23.0,30.0,1001.0,SE,37.577118,0.0,0.0
2013,2,10,10,15.0,-20.0,-1.4037904,1032.0,NE,54.800774,0.0,0.0
2014,7,6,6,153.75337,22.0,25.0,1006.0,SE,1.79,0.0,0.0
2014,9,6,1,19.0,4.0,12.0,1020.0,NW,22.350224,0.0,0.0
2011,11,19,22,74.0,1.0,7.0,1020.0,SE,9.39,0.0,0.0
2012,9,9,10,37.0,15.0,23.0,1017.0,NW,8.05,0.0,0.0
2014,6,8,21,41.0,16.0,23.0,1001.0,cv,1.79,0.0,0.0
2012,6,14,23,12.0,14.0,20.0,1004.0,cv,3.58,0.0,0.0
2013,4,11,20,61.0,-5.0,7.6075177,1016.0,SE,0.89,0.0,0.0
2014,4,9,8,90.0,1.0,15.0,1013.0,NW,7.15,0.0,0.0
2011,12,2,8,240.90825,-5.0,-4.0,1026.0,NE,0.89,0.0,0.0
2013,6,27,20,70.0,18.0,26.0,1001.0,SE,24.257988,0.0,0.0
2010,11,12,3,98.0,-8.0,-1.0,1023.0,NE,4.464175,0.0,0.0
2011,2,11,0,104.996284,-7.0,-2.0,1028.0,SE,1.79,0.0,0.0
2014,7,11,12,132.0,20.0,30.0,1003.193,NW,2.7242815,0.0,0.0
2010,7,8,6,102.44432,21.0,23.0,1004.0,cv,0.89,0.0,0.0
2014,7,2,12,45.51436,20.0,29.0,1003.0,cv,4.459706,0.0,0.0
2014,7,21,20,116.0,23.0,31.0,1000.0,SE,60.796112,0.0,0.0
2013,1,19,17,65.453705,-10.0,-2.0,1032.0,cv,0.89,0.0,0.0
2012,5,16,16,18.0,-3.0,25.0,1018.0,cv,2.68,0.0,0.0
2010,7,9,19,87.0,15.0,33.0,1004.0,SE,14.3,0.0,0.0
2012,6,1,20,69.0,13.969526,20.0,1010.0,SE,35.306877,0.0,0.0
2010,4,24,22,8.090156,-5.0,13.0,1013.0,NW,73.97411,0.0,0.0
2013,8,31,3,20.0,13.0,17.0,1010.0,NW,3.58,0.0,0.0
2013,6,10,11,18.0,16.0,25.0,1010.0,NE,1.79,0.0,0.0
2012,10,23,7,13.0,-1.0,10.0,1014.0,NW,35.308403,0.0,0.0
2011,6,9,10,87.0,16.0,27.0,1004.0,NW,1.79,0.0,0.0
2012,9,23,2,124.0,18.0,18.0,1011.0,cv,0.89,0.0,0.0
2013,5,3,19,84.0,13.0,24.513258,997.0,SE,28.16,0.0,0.0
2013,8,20,11,104.0,21.0,28.0,1008.0,SE,9.39,0.0,0.0
2013,12,2,4,225.99794,-5.0,-3.0,1020.0,cv,0.89,0.711064,0.0
2011,1,22,6,25.0,-18.0,-10.919536,1033.0,NW,6.71,0.0,0.0
2013,1,16,6,242.21391,-10.0,-4.0101433,1032.0,NW,9.835592,0.0,0.0
2014,3,27,7,40.0,-7.0,7.0,1022.0,NE,9.84,0.0,0.0
2013,1,16,21,26.0,-18.0,1.9340798,1023.0,NW,77.265495,0.0,0.0
2013,6,16,19,189.96646,21.0,22.0,1003.0,NW,7.16,0.0,0.0
2012,1,5,14,46.0,-21.0,-4.0,1028.0,cv,0.89,0.0,0.0
2013,12,8,21,266.36032,-6.0,2.0,1017.0,SE,1.79,0.0,0.0
2010,2,9,3,180.0,-12.036657,-9.0573015,1030.0,cv,1.78,0.0,0.0
2012,3,3,10,13.0,-16.79124,2.0,1030.0,NW,79.994835,0.0,0.0
2013,1,5,5,34.0,-23.18263,-16.996582,1030.0,NW,28.230457,0.0,0.0
2012,4,3,18,65.0,-5.0,18.0,1010.0,SE,38.895954,0.0,0.0
2014,4,4,19,56.0,-11.0,16.0,1014.0,SE,25.487616,0.0,0.0
2013,8,11,13,197.05511,24.0,32.0,1005.0,SE,11.17,0.0,0.0
2010,3,28,22,80.0,-8.0,4.0,1027.0,NW,15.197665,0.0,0.0
2014,10,31,11,32.0,1.0,15.0,1023.0,cv,0.89,0.0,0.0
2012,7,23,18,57.0,21.0,30.0,1004.0,SE,28.16,0.0,0.0
2012,10,30,1,25.0,-1.0,3.0,1024.0,cv,0.89,0.0,0.0
2012,10,6,16,230.31145,13.0,21.0,1020.0,SE,2.68,0.0,0.0
2010,3,16,4,46.633564,-14.0,4.0,1021.0,NW,51.614902,0.0,0.0
2010,5,11,3,64.0,6.0,10.0,1003.0,cv,0.45,0.0,0.0
2010,8,5,18,129.72636,23.0,28.0,1004.0,SE,25.028215,0.0,0.0
2012,7,2,2,68.911934,21.0,23.235588,1002.0,NW,0.89,0.0,0.0
2011,10,10,5,69.0,7.0,15.0,1025.0,SE,12.96,0.0,0.0
2014,6,27,13,4.0,12.0,31.0,1007.0,cv,2.68,0.0,0.0
2012,9,9,5,17.0,12.0,14.0,1015.0,NW,170.00902,0.0,0.0
2014,4,5,10,34.0,-15.0,14.0,1025.0,cv,1.78,0.0,0.0
2010,1,16,23,230.14517,-9.0,-3.0,1030.0,cv,0.89,0.0,0.0
2013,2,27,3,8.009521,-22.0,1.0,1027.0,NW,82.36435,0.0,0.0
2013,8,13,3,47.0,18.0,20.0,1002.0,cv,0.89,0.0,0.0
2012,6,3,13,110.05245,19.0,24.0,1009.0,SE,3.58,0.0,0.0
2010,2,27,17,56.0,-16.0,1.0,1022.1741,SE,3.58,0.0,0.0
2010,4,3,21,157.92345,-1.0,10.0,1014.0,SE,44.691948,0.0,0.0
2011,10,17,19,72.0,7.0,14.0,1022.0,SE,3.58,0.0,0.0
2012,8,14,20,95.0,21.0,24.0,1005.0,SE,35.92522,0.0,1.0
2014,4,14,8,63.40154,3.0,10.0,1020.0,NE,0.89,0.0,0.0
2014,8,20,16,61.0,17.0,32.985584,1007.0,SE,2.68,0.0,0.0
2013,9,19,15,101.83584,17.0,27.0,1012.0,cv,3.58,0.0,0.0
2010,8,4,6,49.0,20.0,22.0,1004.0,NE,1.79,0.0,0.0
2012,10,11,2,18.0,2.0,12.0,1021.0,NE,27.72,0.0,0.0
2014,8,11,7,105.0,22.0,25.0,1005.0,NE,2.68,0.0,0.0
2013,3,21,12,164.66617,-2.0,3.66125,1021.0,SE,1.79,0.0,0.0
2012,3,6,7,50.0,-3.0,-1.0,1027.0,SE,8.04,0.0,0.0
2011,4,13,1,63.0,-1.0,8.0,1014.0,cv,1.34,0.0,0.0
2014,1,1,9,39.295692,-21.0,-4.0,1028.0,NW,224.16806,0.0,0.0
2010,12,3,22,159.41745,-9.0,-4.0,1017.0,NE,1.79,0.0,0.0
2012,6,2,3,111.0,16.0,16.0,1008.0,SE,1.78,0.0,0.0
2014,10,19,13,115.0,8.0,15.0,1020.0,cv,3.57,0.0,0.0
2014,5,16,20,117.0,9.0,23.0,1009.0,cv,1.78,0.0,0.0
2010,7,22,11,102.78806,23.0,27.0,1001.0,NW,7.6,0.0,0.0
2014,5,7,17,86.0,14.0,31.0,1006.0,SE,22.747347,0.0,0.0
2014,2,28,8,80.0,-10.0,-4.0,1028.0,NE,1.79,0.0,0.0
2010,6,5,1,117.81802,17.0,22.0,1005.0,SE,41.63462,0.0,0.0
2013,1,23,21,196.69081,-4.0,-3.0,1024.0,NE,4.92,0.0,0.0
2012,6,19,23,152.74571,19.0,22.0,1001.2663,NE,0.89,0.0,0.0
2012,4,29,17,183.94264,9.0,25.0,1002.0,SE,5.37,0.0,0.0
2012,10,9,13,263.0134,15.0,25.0,1013.0,SE,1.79,0.0,0.0
2013,10,20,3,54.0,2.0,8.0,1025.7742,NE,0.89,0.0,0.0
2014,8,7,14,59.0,15.0,30.0,1010.0,SE,8.05,0.0,0.0
2014,9,21,8,65.0,17.0,18.0,1017.0,NW,4.92,0.0,7.0
2011,1,3,18,35.0,-18.0,-2.0,1026.0,NW,69.954414,0.0,0.0
2014,2,24,15,19.200972,-11.0,9.0,1020.0,NW,65.37213,0.0,0.0
2012,1,20,9,302.0265,-6.0,-3.0,1033.0,cv,3.13,0.0,0.0
2012,6,6,5,78.0,16.0,18.0,1002.0,cv,0.89,0.0,5.841128
2010,1,13,21,33.0,-20.0,-6.0,1032.0,NW,280.3281,0.0,0.0
2013,11,4,12,12.0,-26.731363,6.0,1028.0,NW,269.7022,0.0,0.0
2012,4,5,23,70.295685,-7.0,17.121956,1013.0,SE,23.24882,0.0,0.0
2013,9,21,17,61.0,9.0,28.0,1014.0,SE,18.33,0.0,0.0
2013,7,7,11,166.51617,23.0,30.0,998.0,cv,0.89,0.0,0.0
2014,8,23,14,43.0,17.0,29.0,1006.0,cv,1.78,0.0,0.0
2014,2,16,21,175.0,-8.0,2.0,1032.0,SE,22.350584,0.0,0.0
2014,5,5,20,43.730408,-4.0,13.0,1017.0,SE,14.31,0.0,0.0
2010,12,22,2,71.0,-16.0,-1.0,1019.0,NW,10.73,0.0,0.0
2013,11,13,19,56.0,-9.0,9.0,1023.0,SE,25.689602,0.0,0.0
2012,4,27,2,70.0,-2.0,15.0,1009.0,SE,42.46527,0.0,0.0
2014,1,5,13,56.0,-17.0,5.0,1026.0,cv,6.26,0.0,0.0
2011,9,23,7,110.0,14.0,16.0,1014.0,SE,1.79,0.0,0.0
2011,2,3,5,260.66782,-13.0,-4.0,1017.0,NW,0.89,0.0,0.0
2013,8,12,14,74.07867,17.0,31.0,1006.0,SE,4.92,0.0,0.0
2010,3,2,8,68.0,-6.0,-3.0,1025.0,NW,31.734764,0.0,0.0
2011,7,3,18,37.25831,15.0,34.211903,1000.0,SE,16.98141,0.0,0.0
2011,12,26,19,44.428566,-9.0,4.0,1031.0,NW,35.315376,0.0,0.0
2011,9,26,2,136.0,14.0,15.0,1019.0,NW,0.89,0.0,0.0
2013,11,19,18,79.0,-9.0,4.0,1024.0,NW,8.5,0.0,0.0
2013,3,17,9,206.0,-2.0,5.0,1019.0,cv,0.89,0.0,0.0
2011,11,22,0,53.43436,5.0,10.419627,1023.0,SE,3.13,0.0,0.0
2014,12,12,23,38.0,-13.0,-3.0,1031.0,SE,13.914779,0.0,0.0
2011,7,12,14,90.79588,21.0,30.0,1006.33453,SE,16.09,0.0,0.0
2012,7,6,21,104.0,22.0,24.0,1002.0,SE,32.17555,0.0,0.0
2014,10,19,5,197.7179,11.0,12.0,1014.0,cv,1.78,0.0,0.0
2010,4,7,4,69.0,-9.0,3.0,1027.0,SE,0.89,0.0,0.0
2014,2,25,20,338.15463,-8.0,2.0,1029.0,SE,18.78,0.0,0.0
2010,1,18,4,415.02145,-15.0,-12.0,1028.0,NW,1.79,0.0,0.0
2012,4,21,6,52.0,4.0,8.0,1015.0,cv,0.45,0.0,0.0
2013,9,26,18,18.0,8.0,18.0,1015.0,NW,37.08703,0.0,5.0
2010,9,6,17,141.0,19.0,27.0,1010.0,SE,8.94,0.0,0.0
2012,3,17,12,45.013203,-16.0,8.0,1026.0,NW,31.293821,0.0,0.0
2014,7,19,2,47.0,22.0,31.0,1007.0,SE,21.9,0.0,0.0
2012,12,18,21,166.0,-9.0,-3.0,1028.0,cv,0.89,0.0,0.0
2011,8,30,21,121.0,20.0,26.0,1011.0,SE,23.7,0.0,0.0
2014,2,13,2,53.0,-17.0,-5.0,1031.0,NW,33.52839,0.0,0.0
2010,2,27,1,103.0,0.0,6.255384,1018.0,SE,3.58,0.0,0.0
2014,7,16,23,20.0,18.0,27.0,1004.0,NW,7.1548223,0.0,0.0
2014,10,20,18,6.0937963,-1.0,15.0,1024.0,NW,66.80806,0.0,0.0
2013,6,6,1,188.35045,17.0,21.0,1008.0,SE,5.81,0.0,0.0
2010,10,4,8,41.0,10.0,11.0,1019.0,NW,9.39,0.0,0.0
2013,3,15,1,31.0,-10.0,1.0,1024.0,cv,0.89,0.0,0.0
2013,10,6,10,211.36273,13.0,16.0,1023.0,SE,4.92,0.0,0.0
2013,2,13,6,26.0,-18.0,-9.841842,1033.0,NE,6.26,0.0,0.0
2010,4,26,22,10.0,-14.0,7.0,1022.0,NW,114.698204,0.0,0.0
2014,7,14,5,17.0,18.0,21.0,1003.0,NW,0.89,0.0,0.0
2012,12,5,5,195.8909,-2.0,-1.0,1025.0,cv,3.13,0.0,0.0
2014,10,22,17,50.0,0.0,14.0,1022.0,SE,12.97,0.0,0.0
2012,7,11,6,268.56442,22.0,23.0,1005.0,NW,1.79,0.0,0.0
2010,3,18,20,16.0,-22.0,6.0,1021.0,NE,8.5,0.0,0.0
2010,11,26,4,69.0,-12.498644,-2.0,1020.0,SE,2.68,0.0,0.0
2014,11,14,8,251.87631,0.0,2.0,1022.0,NW,9.538084,0.0,0.0
2012,6,16,3,126.0,19.0,20.0,1004.0,SE,4.02,0.0,0.0
2011,6,22,2,176.74225,20.0,23.0,999.0,cv,0.89,0.0,0.0
2013,4,17,21,25.0,-4.093184,13.0,1012.0,SE,44.69358,0.0,0.0
2013,2,9,3,175.0,-13.0,-9.0,1026.0,NE,1.78,0.0,0.0
2012,9,5,3,14.0,9.0,15.0,1015.0,NW,35.318245,0.0,0.0
2013,1,14,5,283.79556,-6.0,-6.0,1027.0,SE,1.78,0.0,0.0
2013,12,3,5,283.26068,-8.0,-1.0,1019.0,cv,0.45,0.0,0.0
2014,8,27,1,20.0,15.0,20.0,1012.0,NE,0.89,0.0,0.0
2014,9,3,17,13.0,13.0,28.0,1007.0,SE,13.417985,0.0,0.0
2013,4,21,23,27.0,-7.0,18.0,1018.0,NE,15.2,0.0,0.0
2012,10,18,0,149.0,7.0,7.0,1018.0,NW,4.47,0.0,0.0
2012,9,1,6,46.0,18.0,19.0,1011.7772,NW,1.79,0.0,0.0
2012,6,13,11,36.0,12.0,25.0,999.0,SE,3.13,0.0,0.0
2010,10,17,19,17.0,-5.0,11.0,1029.0,NW,167.42899,0.0,0.0
2011,2,21,23,53.270794,-16.0,-4.0,1025.0,cv,1.78,0.0,0.0
2013,11,22,14,95.0,-8.0,8.0,1020.0,cv,3.57,0.0,0.0
2010,8,19,4,182.36081,22.0,23.0,1011.0,cv,0.89,0.0,0.0
2014,1,1,10,39.583202,-17.0,7.0,1016.0,NW,61.22459,0.0,0.0
2014,12,11,8,15.0,-16.0,-1.0,1033.0,NW,119.03638,0.0,0.0
2011,6,3,2,54.0,12.0,19.0,1007.0,NW,12.52,0.0,1.0
2013,9,7,4,95.0,15.0,18.0,1014.0,NE,3.13,0.0,0.0
2012,9,19,1,101.0,17.0,18.0,1008.0,cv,0.89,0.0,1.0
2014,4,10,14,79.0,-7.0,19.0,1021.0,SE,15.2,0.0,0.0
2014,5,4,0,54.60385,6.0,17.0,1012.0,SE,81.849304,0.0,0.0
2010,8,12,7,16.0,13.011356,24.0,1013.0,NW,54.501987,0.0,0.0
2010,8,9,0,285.71262,25.0,28.0,1003.0,SE,8.079657,0.0,0.0
2010,7,25,0,151.0,21.0,25.0,1003.0,SE,0.89,0.0,1.0
2014,6,5,12,63.0,14.0,31.0,1005.0,SE,1.79,0.0,0.0
2012,7,23,8,21.795818,20.0,24.0,1006.0,NE,1.79,0.0,0.0
2014,10,13,2,340.3281,14.0,13.0,1015.0,cv,0.89,0.0,0.0
2014,3,31,11,155.0,2.0,19.0,1015.0,SE,11.17,0.0,0.0
2010,8,13,21,94.0,22.840609,27.0,1002.0,SE,44.76717,0.0,0.0
2010,10,31,13,76.0,1.0,18.0,1024.0,NW,32.089478,0.0,0.0
2012,6,5,8,32.0,17.0,25.0,1007.0,cv,1.78,0.0,0.0
2012,11,3,6,14.0,3.0,12.0,1016.0,SE,4.92,0.0,0.0
2011,3,2,10,112.0,-8.0,2.0,1021.0,SE,28.254683,0.0,0.0
2013,7,6,6,36.0,19.0,27.0,1000.0,SE,43.840794,0.0,0.0
2012,10,19,19,194.90689,6.0,15.0,1015.0,SE,12.07,0.0,0.0
2013,6,7,0,90.0,12.0,22.0,1009.0,SE,47.82267,0.0,0.0
2014,11,13,20,8.0,-13.0,6.0,1025.0,NE,1.79,0.0,0.0
2013,10,18,23,295.2849,4.0,9.630985,1024.0,cv,0.89,0.0,0.0
2013,9,14,21,32.0,13.0,19.0,1011.0,NW,9.84,0.0,0.0
2014,1,23,20,21.0,-22.0,-2.0,1031.0,NW,46.963017,0.0,0.0
2010,4,9,23,60.735493,1.6231478,6.0,1017.0,SE,34.923077,0.0,0.0
2010,10,22,9,68.0,6.0,13.0,1023.0,NW,27.239267,0.0,0.0
2012,6,17,10,76.0,14.0,29.0,1003.0,cv,1.79,0.0,0.0
2010,6,23,10,97.0,15.0,28.0,1010.0,SE,6.26,0.0,0.0
2011,2,4,20,90.0,-10.0,-2.0,1023.0,NE,0.89,0.0,0.0
2013,9,13,20,125.0,15.0,18.0,1012.0,cv,2.68,0.0,0.0
2010,8,27,5,65.0,14.726242,15.0,1012.0,NW,1.79,0.0,0.0
2010,6,24,1,74.0,17.0,22.0,1004.0,SE,12.96,0.0,0.0
2012,5,21,20,71.290825,15.0,22.0,1012.0,SE,5.37,0.0,0.0
2014,2,22,17,77.0,-7.0,7.0,1018.0,SE,43.83773,0.0,0.0
2013,1,7,4,359.8178,-7.0,-5.0,1024.0,NW,4.92,0.0,0.0
2013,8,4,22,29.0,17.0,27.0,1000.0,NW,10.28,0.0,0.0
2012,12,21,20,45.15822,-15.0,-4.0,1031.0,NW,8.325769,0.0,0.0
2012,9,22,21,53.0,16.0,19.0,1012.9709,cv,1.78,0.0,0.0
2013,9,25,18,50.0,3.0,21.0,1013.0,SE,24.201582,0.0,0.0
2010,6,14,14,165.44554,20.0,29.0,1002.0,SE,3.13,0.0,0.0
2014,9,10,4,30.0,15.0,19.0,1014.0,NE,0.89,0.0,0.0
2013,12,18,20,210.27512,-17.0,-5.0,1030.0,cv,0.89,0.0,0.0
2010,4,5,7,111.0,-2.0,1.0,1021.0,NE,0.89,0.0,0.0
2010,1,14,0,185.87701,-15.0,-11.0,1029.0,cv,3.13,0.0,0.0
2010,8,8,16,164.27042,23.0,30.0,1001.0,SE,17.430006,0.0,0.0
2010,1,21,20,271.3395,-10.0,-3.0,1019.0,NW,4.92,0.0,0.0
2011,9,25,22,330.706,15.0,18.0,1017.0,SE,1.79,0.0,0.0
2012,3,28,6,128.0,-2.5245457,4.0,1023.0,NE,0.89,0.0,0.0
2012,5,26,3,52.0,5.0,19.0,1014.0,NE,1.79,0.0,0.0
2013,9,9,7,170.0,16.0,19.0,1015.0,cv,0.89,0.0,0.0
2011,4,17,9,116.0,-2.0,16.0,1014.0,NW,1.79,0.0,0.0
2012,9,27,19,36.504154,13.0,20.0,1015.0,SE,9.84,0.0,0.0
2014,8,19,20,139.30019,22.0,31.0,1008.0,cv,7.15,0.0,0.0
2010,9,29,9,56.663425,14.0,20.0,1015.0,NW,13.86,0.0,0.0
2014,5,16,6,137.0,8.0,18.0,1004.0,NE,0.89,0.0,0.0
2012,10,10,20,262.98358,14.0,19.0,1018.0,SE,8.94,0.0,0.0
2012,6,4,22,53.0,15.0,26.0,1005.0,SE,8.94,0.0,0.0
2012,3,27,14,120.0,-4.0,15.0,1016.0,SE,13.855384,0.0,0.0
2012,5,27,5,61.0,2.0,16.0,1004.0,NW,4.02,0.0,0.0
2012,8,26,12,156.0,21.0,27.0,1010.0,SE,18.339909,0.0,0.0
2013,12,10,13,50.0,-18.0,2.0,1022.0,cv,0.89,0.0,0.0
2010,7,13,2,140.77655,21.0,24.0,1002.0,SE,35.76348,0.0,1.0
2014,4,15,11,177.0,10.833012,19.0,1018.0,SE,53.051018,0.0,0.0
2013,9,4,16,16.0,9.0,31.0,1009.0,NW,6.26,0.0,0.0
2010,1,4,15,89.0,-22.0,-8.0,1029.0,NW,1.79,0.0,0.0
2013,10,14,5,21.0,2.0,11.0,1027.0,NW,6.71,0.0,0.0
2014,6,15,15,40.0,16.0,32.0,1003.0,cv,3.5603113,0.0,0.0
2012,11,12,23,200.41026,-3.0,4.0,1019.0,NW,7.6,0.0,0.0
2013,6,2,22,158.0,16.0,22.0,1007.0,cv,0.89,0.0,0.0
2011,9,10,17,14.0,-1.0,24.0,1018.0,NW,15.859855,0.0,0.0
2010,11,17,4,116.0,-4.0,3.0,1023.0,SE,8.94,0.0,0.0
2013,6,26,14,107.0,17.0,30.0,1005.0,SE,23.24,0.0,0.0
2011,1,10,0,446.60422,-15.0,-9.26609,1028.0,NE,1.79,0.0,0.0
2014,9,23,2,77.0,16.0,17.0,1015.7916,NW,12.07,0.0,0.0
2012,2,30,1,13.0,-21.0,-6.0,1031.0,NW,57.693726,0.0,0.0
2011,5,27,15,23.0,9.0,24.0,1009.0,cv,3.58,0.0,0.0
2010,11,14,21,28.0,-9.0,-1.0,1026.0,NW,162.7888,0.0,0.0
2010,1,10,17,24.0,-19.0,-5.0,1029.0,NE,22.057013,0.0,0.0
2013,7,5,23,60.0,18.0,24.0,998.0,NE,1.79,0.0,0.0
2013,5,16,8,62.0,12.0,21.0,1016.0,SE,30.83919,0.0,0.0
2011,2,8,14,43.15892,-17.0,3.0,1015.0,NW,3.13,0.0,0.0
2010,2,12,21,135.51236,-6.0,0.0,1021.0,cv,1.78,0.0,0.0
2012,3,27,18,97.0,-8.0,15.0,1019.0,SE,21.908781,0.0,0.0
2013,8,13,14,90.63096,21.0,31.0,1003.0,SE,35.300556,0.0,0.0
2012,8,28,0,83.0,21.0,22.0,1010.0,NE,1.78,0.0,0.0
2011,8,17,6,147.0,23.0,24.0,1007.0,cv,0.89,0.0,0.0
2013,7,20,4,40.790077,18.0,23.0,1003.0,SE,14.894233,0.0,0.0
2010,5,7,0,186.24426,-5.0,20.0,1005.0,NW,51.87147,0.0,0.0
2014,3,2,8,15.26784,-16.0,0.0,1029.0,NW,95.69875,0.0,0.0
2014,11,30,14,190.71252,2.0,9.0,1023.0,cv,4.02,0.0,0.0
2013,10,20,21,30.0,-6.0,12.0,1025.0,cv,1.79,0.0,0.0
2010,9,29,13,256.06952,17.0,28.054642,1010.0,SE,12.07,0.0,0.0
2014,9,7,12,174.0,20.0,29.0,1008.0,SE,8.95,0.0,0.0
2011,2,23,20,359.79236,-7.0,0.0,1019.0,SE,2.23,0.0,0.0
